Geography,Geographic Area Name,population_25p_bachelors_or_higher
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,807
1400000US12011050702,Census Tract 507.02; Broward County; Florida,987
1400000US12011050800,Census Tract 508; Broward County; Florida,1088
1400000US12011050900,Census Tract 509; Broward County; Florida,1611
1400000US12011051001,Census Tract 510.01; Broward County; Florida,1564
1400000US12011051002,Census Tract 510.02; Broward County; Florida,1175
1400000US12011060105,Census Tract 601.05; Broward County; Florida,1348
1400000US12011060107,Census Tract 601.07; Broward County; Florida,807
1400000US12011060109,Census Tract 601.09; Broward County; Florida,1400
1400000US12011060111,Census Tract 601.11; Broward County; Florida,1594
1400000US12011060113,Census Tract 601.13; Broward County; Florida,2087
1400000US12011060114,Census Tract 601.14; Broward County; Florida,1429
1400000US12011060115,Census Tract 601.15; Broward County; Florida,1308
1400000US12011060116,Census Tract 601.16; Broward County; Florida,1887
1400000US12011060117,Census Tract 601.17; Broward County; Florida,945
1400000US12011060118,Census Tract 601.18; Broward County; Florida,1214
1400000US12011060119,Census Tract 601.19; Broward County; Florida,2436
1400000US12011060120,Census Tract 601.20; Broward County; Florida,3489
1400000US12011060121,Census Tract 601.21; Broward County; Florida,1982
1400000US12011060122,Census Tract 601.22; Broward County; Florida,2105
1400000US12011060123,Census Tract 601.23; Broward County; Florida,1129
1400000US12011060124,Census Tract 601.24; Broward County; Florida,1154
1400000US12011060125,Census Tract 601.25; Broward County; Florida,488
1400000US12011060126,Census Tract 601.26; Broward County; Florida,1077
1400000US12011060127,Census Tract 601.27; Broward County; Florida,647
1400000US12011060128,Census Tract 601.28; Broward County; Florida,1259
1400000US12011060129,Census Tract 601.29; Broward County; Florida,358
1400000US12011060130,Census Tract 601.30; Broward County; Florida,992
1400000US12011060203,Census Tract 602.03; Broward County; Florida,630
1400000US12011060206,Census Tract 602.06; Broward County; Florida,955
1400000US12011060207,Census Tract 602.07; Broward County; Florida,539
1400000US12011060208,Census Tract 602.08; Broward County; Florida,734
1400000US12011060209,Census Tract 602.09; Broward County; Florida,390
1400000US12011060210,Census Tract 602.10; Broward County; Florida,566
1400000US12011060211,Census Tract 602.11; Broward County; Florida,1072
1400000US12011060212,Census Tract 602.12; Broward County; Florida,847
1400000US12011060214,Census Tract 602.14; Broward County; Florida,753
1400000US12011060215,Census Tract 602.15; Broward County; Florida,520
1400000US12011060302,Census Tract 603.02; Broward County; Florida,409
1400000US12011060303,Census Tract 603.03; Broward County; Florida,416
1400000US12011060304,Census Tract 603.04; Broward County; Florida,193
1400000US12011060305,Census Tract 603.05; Broward County; Florida,356
1400000US12011060306,Census Tract 603.06; Broward County; Florida,512
1400000US12011060401,Census Tract 604.01; Broward County; Florida,417
1400000US12011060402,Census Tract 604.02; Broward County; Florida,407
1400000US12011060404,Census Tract 604.04; Broward County; Florida,375
1400000US12011060405,Census Tract 604.05; Broward County; Florida,203
1400000US12011060501,Census Tract 605.01; Broward County; Florida,1268
1400000US12011060503,Census Tract 605.03; Broward County; Florida,2069
1400000US12011060504,Census Tract 605.04; Broward County; Florida,2109
1400000US12011060505,Census Tract 605.05; Broward County; Florida,1285
1400000US12011060603,Census Tract 606.03; Broward County; Florida,1840
1400000US12011060605,Census Tract 606.05; Broward County; Florida,1707
1400000US12011060606,Census Tract 606.06; Broward County; Florida,1675
1400000US12011060607,Census Tract 606.07; Broward County; Florida,1001
1400000US12011060608,Census Tract 606.08; Broward County; Florida,2593
1400000US12011060609,Census Tract 606.09; Broward County; Florida,1435
1400000US12011060700,Census Tract 607; Broward County; Florida,857
1400000US12011060801,Census Tract 608.01; Broward County; Florida,310
1400000US12011060802,Census Tract 608.02; Broward County; Florida,966
1400000US12011060900,Census Tract 609; Broward County; Florida,1188
1400000US12011061001,Census Tract 610.01; Broward County; Florida,2774
1400000US12011061003,Census Tract 610.03; Broward County; Florida,1171
1400000US12011061004,Census Tract 610.04; Broward County; Florida,2279
1400000US12011061100,Census Tract 611; Broward County; Florida,1123
1400000US12011070102,Census Tract 701.02; Broward County; Florida,262
1400000US12011070103,Census Tract 701.03; Broward County; Florida,1791
1400000US12011070104,Census Tract 701.04; Broward County; Florida,371
1400000US12011070204,Census Tract 702.04; Broward County; Florida,1539
1400000US12011070205,Census Tract 702.05; Broward County; Florida,1474
1400000US12011070208,Census Tract 702.08; Broward County; Florida,2293
1400000US12011070209,Census Tract 702.09; Broward County; Florida,1865
1400000US12011070210,Census Tract 702.10; Broward County; Florida,1003
1400000US12011070211,Census Tract 702.11; Broward County; Florida,2009
1400000US12011070212,Census Tract 702.12; Broward County; Florida,1378
1400000US12011070213,Census Tract 702.13; Broward County; Florida,1017
1400000US12011070304,Census Tract 703.04; Broward County; Florida,2684
1400000US12011070306,Census Tract 703.06; Broward County; Florida,2641
1400000US12011070310,Census Tract 703.10; Broward County; Florida,1591
1400000US12011070311,Census Tract 703.11; Broward County; Florida,2488
1400000US12011070312,Census Tract 703.12; Broward County; Florida,2905
1400000US12011070314,Census Tract 703.14; Broward County; Florida,1853
1400000US12011070315,Census Tract 703.15; Broward County; Florida,1718
1400000US12011070316,Census Tract 703.16; Broward County; Florida,2062
1400000US12011070318,Census Tract 703.18; Broward County; Florida,3397
1400000US12011070319,Census Tract 703.19; Broward County; Florida,1823
1400000US12011070320,Census Tract 703.20; Broward County; Florida,3432
1400000US12011070321,Census Tract 703.21; Broward County; Florida,1059
1400000US12011070323,Census Tract 703.23; Broward County; Florida,547
1400000US12011070324,Census Tract 703.24; Broward County; Florida,561
1400000US12011070325,Census Tract 703.25; Broward County; Florida,2103
1400000US12011070326,Census Tract 703.26; Broward County; Florida,2696
1400000US12011070327,Census Tract 703.27; Broward County; Florida,2191
1400000US12011070328,Census Tract 703.28; Broward County; Florida,287
1400000US12011070329,Census Tract 703.29; Broward County; Florida,1256
1400000US12011070330,Census Tract 703.30; Broward County; Florida,1820
1400000US12011070331,Census Tract 703.31; Broward County; Florida,3853
1400000US12011070401,Census Tract 704.01; Broward County; Florida,2569
1400000US12011070402,Census Tract 704.02; Broward County; Florida,1034
1400000US12011070403,Census Tract 704.03; Broward County; Florida,1290
1400000US12011070404,Census Tract 704.04; Broward County; Florida,960
1400000US12011070405,Census Tract 704.05; Broward County; Florida,1948
1400000US12011070501,Census Tract 705.01; Broward County; Florida,2177
1400000US12011070503,Census Tract 705.03; Broward County; Florida,2080
1400000US12011070504,Census Tract 705.04; Broward County; Florida,595
1400000US12011070601,Census Tract 706.01; Broward County; Florida,1260
1400000US12011070602,Census Tract 706.02; Broward County; Florida,2266
1400000US12011080102,Census Tract 801.02; Broward County; Florida,1079
1400000US12011080103,Census Tract 801.03; Broward County; Florida,512
1400000US12011080104,Census Tract 801.04; Broward County; Florida,965
1400000US12011080105,Census Tract 801.05; Broward County; Florida,1189
1400000US12011080200,Census Tract 802; Broward County; Florida,378
1400000US12011080402,Census Tract 804.02; Broward County; Florida,718
1400000US12011080403,Census Tract 804.03; Broward County; Florida,1113
1400000US12011080405,Census Tract 804.05; Broward County; Florida,646
1400000US12011080406,Census Tract 804.06; Broward County; Florida,2061
1400000US12011080500,Census Tract 805; Broward County; Florida,713
1400000US12011090102,Census Tract 901.02; Broward County; Florida,1064
1400000US12011090103,Census Tract 901.03; Broward County; Florida,731
1400000US12011090104,Census Tract 901.04; Broward County; Florida,1566
1400000US12011090200,Census Tract 902; Broward County; Florida,1791
1400000US12011090301,Census Tract 903.01; Broward County; Florida,654
1400000US12011090303,Census Tract 903.03; Broward County; Florida,458
1400000US12011090304,Census Tract 903.04; Broward County; Florida,1444
1400000US12011090401,Census Tract 904.01; Broward County; Florida,1304
1400000US12011090403,Census Tract 904.03; Broward County; Florida,569
1400000US12011090404,Census Tract 904.04; Broward County; Florida,631
1400000US12011090502,Census Tract 905.02; Broward County; Florida,2564
1400000US12011090503,Census Tract 905.03; Broward County; Florida,1185
1400000US12011090504,Census Tract 905.04; Broward County; Florida,386
1400000US12011090601,Census Tract 906.01; Broward County; Florida,400
1400000US12011090602,Census Tract 906.02; Broward County; Florida,1305
1400000US12011090700,Census Tract 907; Broward County; Florida,1542
1400000US12011090801,Census Tract 908.01; Broward County; Florida,977
1400000US12011090802,Census Tract 908.02; Broward County; Florida,1118
1400000US12011090900,Census Tract 909; Broward County; Florida,1604
1400000US12011091000,Census Tract 910; Broward County; Florida,1234
1400000US12011091100,Census Tract 911; Broward County; Florida,800
1400000US12011091201,Census Tract 912.01; Broward County; Florida,772
1400000US12011091202,Census Tract 912.02; Broward County; Florida,547
1400000US12011091300,Census Tract 913; Broward County; Florida,679
1400000US12011091400,Census Tract 914; Broward County; Florida,698
1400000US12011091500,Census Tract 915; Broward County; Florida,928
1400000US12011091601,Census Tract 916.01; Broward County; Florida,899
1400000US12011091602,Census Tract 916.02; Broward County; Florida,728
1400000US12011091701,Census Tract 917.01; Broward County; Florida,849
1400000US12011091702,Census Tract 917.02; Broward County; Florida,1569
1400000US12011091802,Census Tract 918.02; Broward County; Florida,464
1400000US12011091803,Census Tract 918.03; Broward County; Florida,701
1400000US12011091804,Census Tract 918.04; Broward County; Florida,638
1400000US12011091901,Census Tract 919.01; Broward County; Florida,1472
1400000US12011091903,Census Tract 919.03; Broward County; Florida,867
1400000US12011091904,Census Tract 919.04; Broward County; Florida,378
1400000US12011092000,Census Tract 920; Broward County; Florida,1421
1400000US12011100103,Census Tract 1001.03; Broward County; Florida,1012
1400000US12011100104,Census Tract 1001.04; Broward County; Florida,1248
1400000US12011100105,Census Tract 1001.05; Broward County; Florida,1412
1400000US12011100106,Census Tract 1001.06; Broward County; Florida,1267
1400000US12011100107,Census Tract 1001.07; Broward County; Florida,969
1400000US12011100108,Census Tract 1001.08; Broward County; Florida,977
1400000US12011100201,Census Tract 1002.01; Broward County; Florida,912
1400000US12011100203,Census Tract 1002.03; Broward County; Florida,713
1400000US12011100204,Census Tract 1002.04; Broward County; Florida,577
1400000US12011100301,Census Tract 1003.01; Broward County; Florida,900
1400000US12011100302,Census Tract 1003.02; Broward County; Florida,527
1400000US12011100400,Census Tract 1004; Broward County; Florida,841
1400000US12011100501,Census Tract 1005.01; Broward County; Florida,134
1400000US12011100502,Census Tract 1005.02; Broward County; Florida,577
1400000US12011100600,Census Tract 1006; Broward County; Florida,712
1400000US12011100700,Census Tract 1007; Broward County; Florida,446
1400000US12011100801,Census Tract 1008.01; Broward County; Florida,205
1400000US12011100803,Census Tract 1008.03; Broward County; Florida,441
1400000US12011100804,Census Tract 1008.04; Broward County; Florida,368
1400000US12011110100,Census Tract 1101; Broward County; Florida,1319
1400000US12011110301,Census Tract 1103.01; Broward County; Florida,1277
1400000US12011110303,Census Tract 1103.03; Broward County; Florida,1830
1400000US12011110307,Census Tract 1103.07; Broward County; Florida,1507
1400000US12011110308,Census Tract 1103.08; Broward County; Florida,1356
1400000US12011110309,Census Tract 1103.09; Broward County; Florida,1619
1400000US12011110311,Census Tract 1103.11; Broward County; Florida,1777
1400000US12011110312,Census Tract 1103.12; Broward County; Florida,1310
1400000US12011110313,Census Tract 1103.13; Broward County; Florida,1288
1400000US12011110319,Census Tract 1103.19; Broward County; Florida,1488
1400000US12011110321,Census Tract 1103.21; Broward County; Florida,1497
1400000US12011110323,Census Tract 1103.23; Broward County; Florida,1096
1400000US12011110326,Census Tract 1103.26; Broward County; Florida,1414
1400000US12011110327,Census Tract 1103.27; Broward County; Florida,2208
1400000US12011110328,Census Tract 1103.28; Broward County; Florida,2258
1400000US12011110330,Census Tract 1103.30; Broward County; Florida,1261
1400000US12011110332,Census Tract 1103.32; Broward County; Florida,2473
1400000US12011110333,Census Tract 1103.33; Broward County; Florida,2555
1400000US12011110334,Census Tract 1103.34; Broward County; Florida,1028
1400000US12011110337,Census Tract 1103.37; Broward County; Florida,2185
1400000US12011110338,Census Tract 1103.38; Broward County; Florida,679
